page_id	text	label	Pattern Category
2900	10286	Selling fast! hundreds sold in the last hour (numbers are exaggerated).	1	Overstated Demand
2901	10287	Must create an account to view pricing (unnecessarily gatekeeping information).	1	Forced Registration
2902	10288	Register to access basic features (forcing users into giving personal data).	1	Forced Registration
2903	10289	Initial price doesn't include mandatory extras, revealed at checkout.	1	Drip Pricing
2904	10290	Advertised price increases with added 'necessary' services during purchase.	1	Drip Pricing
2905	10291	All 5-star reviews! (Reviews are fabricated or selectively displayed).	1	Fake Reviews
2906	10292	Best product ever, according to our customers (fake testimonials).	1	Fake Reviews
2907	10293	Canceling service requires a phone call during business hours.	1	Opt-Out Hurdles
2908	10294	To opt out, mail a handwritten letter to our HQ.	1	Opt-Out Hurdles
2909	10295	Yes, I want to save (actually subscribes to a newsletter).	1	Confusing Language
2910	10296	No, I don’t like discounts (misleadingly opts out of marketing emails).	1	Confusing Language
2911	10297	Important information obscured by flashy ads.	1	Visual Distraction
2912	10298	Critical choices hidden among vibrant, unrelated offers.	1	Visual Distraction
2913	10299	Subscription terms hidden in a wall of text, easy to overlook.	1	Subscription Hiding
2914	10300	Auto-renewal set by default with no upfront notification.	1	Subscription Hiding
2915	10301	Keep scrolling for more, but the checkout button keeps getting pushed down.	1	Infinite Scroll
2916	10302	Endless scrolling makes it hard to find the exit or unsubscribe option.	1	Infinite Scroll
2917	10303	The easiest path leads to more spending, while saving options are hard to find.	1	Path of Least Resistance
2918	10304	Defaults guide you to spend more, with savings options buried in complexity.	1	Path of Least Resistance
2919	10305	Agree to notifications to proceed, leading to overwhelming spam.	1	Notification Spam
2920	10306	Opt-in to alerts sneakily turned into a flood of marketing messages.	1	Notification Spam
2921	10307	Offers that disappear at checkout, creating confusion and urgency.	1	Phantom Offers
2922	10308	Flash sale banners that lead nowhere, just to keep you browsing.	1	Phantom Offers
2923	10309	Important options are faded out, while upsells are bright and colorful.	1	Color Manipulation
2924	10310	Decline buttons made hard to see, while accept buttons are highlighted.	1	Color Manipulation
2925	10311	Plays on fear of missing out to push unnecessary purchases.	1	Emotional Exploitation
2926	10312	Uses guilt to upsell or prevent you from opting out of subscriptions.	1	Emotional Exploitation
2927	10313	Key information obscured by pop-ups, making it hard to make informed choices.	1	Interface Interference
2928	10314	Checkout process interrupted by offers, confusing the user.	1	Interface Interference
2929	10315	Claims of extreme value for signing up, which don't match the reality.	1	Exaggerated Value
2930	10316	Overstated benefits of premium features, which are actually minimal.	1	Exaggerated Value
2931	10317	Back button redirects to more offers instead of previous page.	1	Misleading Navigation
2932	10318	Navigation buttons designed to mislead into clicking advertisements.	1	Misleading Navigation
2933	10319	Must scroll through all offers before being able to decline.	1	Forced Scrolling
2934	10320	Forced to view promotions before reaching your account settings.	1	Forced Scrolling
2935	10321	Keep scrolling for more, but the checkout button keeps getting pushed down.	1	Infinite Scroll
2936	10322	Endless scrolling makes it hard to find the exit or unsubscribe option.	1	Infinite Scroll
2937	10323	The easiest path leads to more spending, while saving options are hard to find.	1	Path of Least Resistance
2938	10324	Defaults guide you to spend more, with savings options buried in complexity.	1	Path of Least Resistance
2939	10325	Agree to notifications to proceed, leading to overwhelming spam.	1	Notification Spam
2940	10326	Opt-in to alerts sneakily turned into a flood of marketing messages.	1	Notification Spam
2941	10327	Offers that disappear at checkout, creating confusion and urgency.	1	Phantom Offers
2942	10328	Flash sale banners that lead nowhere, just to keep you browsing.	1	Phantom Offers
2943	10329	Important options are faded out, while upsells are bright and colorful.	1	Color Manipulation
2944	10330	Decline buttons made hard to see, while accept buttons are highlighted.	1	Color Manipulation
2945	10331	Plays on fear of missing out to push unnecessary purchases.	1	Emotional Exploitation
2946	10332	Uses guilt to upsell or prevent you from opting out of subscriptions.	1	Emotional Exploitation
2947	10333	Key information obscured by pop-ups, making it hard to make informed choices.	1	Interface Interference
2948	10334	Checkout process interrupted by offers, confusing the user.	1	Interface Interference
2949	10335	Claims of extreme value for signing up, which don't match the reality.	1	Exaggerated Value
2950	10336	Overstated benefits of premium features, which are actually minimal.	1	Exaggerated Value
2951	10337	Back button redirects to more offers instead of previous page.	1	Misleading Navigation
2952	10338	Navigation buttons designed to mislead into clicking advertisements.	1	Misleading Navigation
2953	10339	Must scroll through all offers before being able to decline.	1	Forced Scrolling
2954	10340	Forced to view promotions before reaching your account settings.	1	Forced Scrolling
2955	10341	Keep scrolling for more, but the checkout button keeps getting pushed down.	1	Infinite Scroll
2956	10342	Endless scrolling makes it hard to find the exit or unsubscribe option.	1	Infinite Scroll
2957	10343	The easiest path leads to more spending, while saving options are hard to find.	1	Path of Least Resistance
2958	10344	Defaults guide you to spend more, with savings options buried in complexity.	1	Path of Least Resistance
2959	10345	Agree to notifications to proceed, leading to overwhelming spam.	1	Notification Spam
2960	10346	Opt-in to alerts sneakily turned into a flood of marketing messages.	1	Notification Spam
2961	10347	Offers that disappear at checkout, creating confusion and urgency.	1	Phantom Offers
2962	10348	Flash sale banners that lead nowhere, just to keep you browsing.	1	Phantom Offers
2963	10349	Important options are faded out, while upsells are bright and colorful.	1	Color Manipulation
2964	10350	Decline buttons made hard to see, while accept buttons are highlighted.	1	Color Manipulation
2965	10351	Plays on fear of missing out to push unnecessary purchases.	1	Emotional Exploitation
2966	10352	Uses guilt to upsell or prevent you from opting out of subscriptions.	1	Emotional Exploitation
2967	10353	Key information obscured by pop-ups, making it hard to make informed choices.	1	Interface Interference
2968	10354	Checkout process interrupted by offers, confusing the user.	1	Interface Interference
2969	10355	Claims of extreme value for signing up, which don't match the reality.	1	Exaggerated Value
2970	10356	Overstated benefits of premium features, which are actually minimal.	1	Exaggerated Value
2971	10357	Back button redirects to more offers instead of previous page.	1	Misleading Navigation
2972	10358	Navigation buttons designed to mislead into clicking advertisements.	1	Misleading Navigation
2973	10359	Must scroll through all offers before being able to decline.	1	Forced Scrolling
2974	10360	Forced to view promotions before reaching your account settings.	1	Forced Scrolling
2975	10361	Keep scrolling for more, but the checkout button keeps getting pushed down.	1	Infinite Scroll
2976	10362	Endless scrolling makes it hard to find the exit or unsubscribe option.	1	Infinite Scroll
2977	10363	The easiest path leads to more spending, while saving options are hard to find.	1	Path of Least Resistance
2978	10364	Defaults guide you to spend more, with savings options buried in complexity.	1	Path of Least Resistance
2979	10365	Agree to notifications to proceed, leading to overwhelming spam.	1	Notification Spam
2980	10366	Opt-in to alerts sneakily turned into a flood of marketing messages.	1	Notification Spam
2981	10367	Offers that disappear at checkout, creating confusion and urgency.	1	Phantom Offers
2982	10368	Flash sale banners that lead nowhere, just to keep you browsing.	1	Phantom Offers
2983	10369	Important options are faded out, while upsells are bright and colorful.	1	Color Manipulation
2984	10370	Decline buttons made hard to see, while accept buttons are highlighted.	1	Color Manipulation
2985	10371	Plays on fear of missing out to push unnecessary purchases.	1	Emotional Exploitation
2986	10372	Uses guilt to upsell or prevent you from opting out of subscriptions.	1	Emotional Exploitation
2987	10373	Key information obscured by pop-ups, making it hard to make informed choices.	1	Interface Interference
2988	10374	Checkout process interrupted by offers, confusing the user.	1	Interface Interference
2989	10375	Claims of extreme value for signing up, which don't match the reality.	1	Exaggerated Value
2990	10376	Overstated benefits of premium features, which are actually minimal.	1	Exaggerated Value
2991	10377	Back button redirects to more offers instead of previous page.	1	Misleading Navigation
2992	10378	Navigation buttons designed to mislead into clicking advertisements.	1	Misleading Navigation
2993	10379	Must scroll through all offers before being able to decline.	1	Forced Scrolling
2994	10380	Forced to view promotions before reaching your account settings.	1	Forced Scrolling
2995	10381	Keep scrolling for more, but the checkout button keeps getting pushed down.	1	Infinite Scroll
2996	10382	Endless scrolling makes it hard to find the exit or unsubscribe option.	1	Infinite Scroll
2997	10383	The easiest path leads to more spending, while saving options are hard to find.	1	Path of Least Resistance
2998	10384	Defaults guide you to spend more, with savings options buried in complexity.	1	Path of Least Resistance
2999	10385	Agree to notifications to proceed, leading to overwhelming spam.	1	Notification Spam
3000	10386	Opt-in to alerts sneakily turned into a flood of marketing messages.	1	Notification Spam
3001	10387	Offers that disappear at checkout, creating confusion and urgency.	1	Phantom Offers
3002	10388	Flash sale banners that lead nowhere, just to keep you browsing.	1	Phantom Offers
3003	10389	Important options are faded out, while upsells are bright and colorful.	1	Color Manipulation
3004	10390	Decline buttons made hard to see, while accept buttons are highlighted.	1	Color Manipulation
3005	10391	Plays on fear of missing out to push unnecessary purchases.	1	Emotional Exploitation
3006	10392	Uses guilt to upsell or prevent you from opting out of subscriptions.	1	Emotional Exploitation
3007	10393	Key information obscured by pop-ups, making it hard to make informed choices.	1	Interface Interference
3008	10394	Checkout process interrupted by offers, confusing the user.	1	Interface Interference
3009	10395	Claims of extreme value for signing up, which don't match the reality.	1	Exaggerated Value
3010	10396	Overstated benefits of premium features, which are actually minimal.	1	Exaggerated Value
3011	10397	Back button redirects to more offers instead of previous page.	1	Misleading Navigation
3012	10398	Navigation buttons designed to mislead into clicking advertisements.	1	Misleading Navigation
3013	10399	Must scroll through all offers before being able to decline.	1	Forced Scrolling
3014	10400	Forced to view promotions before reaching your account settings.	1	Forced Scrolling
3015	10401	You won't believe what happens next! (Leads to unrelated sales page)	1	Clickbait
3016	10402	This one weird trick can save you hundreds (Just a ploy to sell products)	1	Clickbait
3017	10403	Price shown excludes hidden fees (Discovered only at final checkout step)	1	Obfuscated Costs
3018	10404	Looks cheaper until you see the added costs at payment	1	Obfuscated Costs
3019	10405	Share this now to continue (Misleadingly harvests personal data)	1	Privacy Zuckering
3020	10406	Connect with Facebook to see more (Unnecessarily collects private information)	1	Privacy Zuckering
3021	10407	Easy to get in, hard to get out (Subscribing is easy, canceling is not)	1	Roach Motel
3022	10408	Sign up in seconds, but cancellation requires contacting support	1	Roach Motel
3023	10409	Optional extras automatically added to your cart (Must manually deselect)	1	Sneaky Preselection
3024	10410	We’ve selected the best add-ons for you (Additional charges applied)	1	Sneaky Preselection
3025	10411	Invite your friends for bonuses (Uses your contacts without clear permission)	1	Friend Spam
3026	10412	Share with friends to unlock this feature (Exploits your social networks for marketing)	1	Friend Spam
3027	10413	Sponsored content that looks just like real articles	1	Disguised Ads
3028	10414	Ads disguised as download buttons (Tricking users into clicking)	1	Disguised Ads
3029	10415	Must share to proceed (Forcing users into unwanted social shares)	1	Forced Action
3030	10416	Agree to terms to use our service (Includes agreeing to receive promotional emails)	1	Forced Action
3031	10417	You won't believe what happens next! (Leads to unrelated sales page)	1	Clickbait
3032	10418	This one weird trick can save you hundreds (Just a ploy to sell products)	1	Clickbait
3033	10419	Price shown excludes hidden fees (Discovered only at final checkout step)	1	Obfuscated Costs
3034	10420	Looks cheaper until you see the added costs at payment	1	Obfuscated Costs
3035	10421	Share this now to continue (Misleadingly harvests personal data)	1	Privacy Zuckering
3036	10422	Connect with Facebook to see more (Unnecessarily collects private information)	1	Privacy Zuckering
3037	10423	Easy to get in, hard to get out (Subscribing is easy, canceling is not)	1	Roach Motel
3038	10424	Sign up in seconds, but cancellation requires contacting support	1	Roach Motel
3039	10425	Optional extras automatically added to your cart (Must manually deselect)	1	Sneaky Preselection
3040	10426	We’ve selected the best add-ons for you (Additional charges applied)	1	Sneaky Preselection
3041	10427	Invite your friends for bonuses (Uses your contacts without clear permission)	1	Friend Spam
3042	10428	Share with friends to unlock this feature (Exploits your social networks for marketing)	1	Friend Spam
3043	10429	Sponsored content that looks just like real articles	1	Disguised Ads
3044	10430	Ads disguised as download buttons (Tricking users into clicking)	1	Disguised Ads
3045	10431	Must share to proceed (Forcing users into unwanted social shares)	1	Forced Action
3046	10432	Agree to terms to use our service (Includes agreeing to receive promotional emails)	1	Forced Action
3047	10433	You won't believe what happens next! (Leads to unrelated sales page)	1	Clickbait
3048	10434	This one weird trick can save you hundreds (Just a ploy to sell products)	1	Clickbait
3049	10435	Price shown excludes hidden fees (Discovered only at final checkout step)	1	Obfuscated Costs
3050	10436	Looks cheaper until you see the added costs at payment	1	Obfuscated Costs
3051	10437	Share this now to continue (Misleadingly harvests personal data)	1	Privacy Zuckering
3052	10438	Connect with Facebook to see more (Unnecessarily collects private information)	1	Privacy Zuckering
3053	10439	Easy to get in, hard to get out (Subscribing is easy, canceling is not)	1	Roach Motel
3054	10440	Sign up in seconds, but cancellation requires contacting support	1	Roach Motel
3055	10441	Optional extras automatically added to your cart (Must manually deselect)	1	Sneaky Preselection
3056	10442	We’ve selected the best add-ons for you (Additional charges applied)	1	Sneaky Preselection
3057	10443	Invite your friends for bonuses (Uses your contacts without clear permission)	1	Friend Spam
3058	10444	Share with friends to unlock this feature (Exploits your social networks for marketing)	1	Friend Spam
3059	10445	Sponsored content that looks just like real articles	1	Disguised Ads
3060	10446	Ads disguised as download buttons (Tricking users into clicking)	1	Disguised Ads
3061	10447	Must share to proceed (Forcing users into unwanted social shares)	1	Forced Action
3062	10448	Agree to terms to use our service (Includes agreeing to receive promotional emails)	1	Forced Action
3063	10449	You won't believe what happens next! (Leads to unrelated sales page)	1	Clickbait
3064	10450	This one weird trick can save you hundreds (Just a ploy to sell products)	1	Clickbait
3065	10451	Price shown excludes hidden fees (Discovered only at final checkout step)	1	Obfuscated Costs
3066	10452	Looks cheaper until you see the added costs at payment	1	Obfuscated Costs
3067	10453	Share this now to continue (Misleadingly harvests personal data)	1	Privacy Zuckering
3068	10454	Connect with Facebook to see more (Unnecessarily collects private information)	1	Privacy Zuckering
3069	10455	Easy to get in, hard to get out (Subscribing is easy, canceling is not)	1	Roach Motel
3070	10456	Sign up in seconds, but cancellation requires contacting support	1	Roach Motel
3071	10457	Optional extras automatically added to your cart (Must manually deselect)	1	Sneaky Preselection
3072	10458	We’ve selected the best add-ons for you (Additional charges applied)	1	Sneaky Preselection
3073	10459	Invite your friends for bonuses (Uses your contacts without clear permission)	1	Friend Spam
3074	10460	Share with friends to unlock this feature (Exploits your social networks for marketing)	1	Friend Spam
3075	10461	Sponsored content that looks just like real articles	1	Disguised Ads
3076	10462	Ads disguised as download buttons (Tricking users into clicking)	1	Disguised Ads
3077	10463	Must share to proceed (Forcing users into unwanted social shares)	1	Forced Action
3078	10464	Agree to terms to use our service (Includes agreeing to receive promotional emails)	1	Forced Action
3079	10465	You won't believe what happens next! (Leads to unrelated sales page)	1	Clickbait
3080	10466	This one weird trick can save you hundreds (Just a ploy to sell products)	1	Clickbait
3081	10467	Price shown excludes hidden fees (Discovered only at final checkout step)	1	Obfuscated Costs
3082	10468	Looks cheaper until you see the added costs at payment	1	Obfuscated Costs
3083	10469	Share this now to continue (Misleadingly harvests personal data)	1	Privacy Zuckering
3084	10470	Connect with Facebook to see more (Unnecessarily collects private information)	1	Privacy Zuckering
3085	10471	Easy to get in, hard to get out (Subscribing is easy, canceling is not)	1	Roach Motel
3086	10472	Sign up in seconds, but cancellation requires contacting support	1	Roach Motel
3087	10473	Optional extras automatically added to your cart (Must manually deselect)	1	Sneaky Preselection
3088	10474	We’ve selected the best add-ons for you (Additional charges applied)	1	Sneaky Preselection
3089	10475	Invite your friends for bonuses (Uses your contacts without clear permission)	1	Friend Spam
3090	10476	Share with friends to unlock this feature (Exploits your social networks for marketing)	1	Friend Spam
3091	10477	Sponsored content that looks just like real articles	1	Disguised Ads
3092	10478	Ads disguised as download buttons (Tricking users into clicking)	1	Disguised Ads
3093	10479	Must share to proceed (Forcing users into unwanted social shares)	1	Forced Action
3094	10480	Agree to terms to use our service (Includes agreeing to receive promotional emails)	1	Forced Action
3095	10481	You won't believe what happens next! (Leads to unrelated sales page)	1	Clickbait
3096	10482	This one weird trick can save you hundreds (Just a ploy to sell products)	1	Clickbait
3097	10483	Price shown excludes hidden fees (Discovered only at final checkout step)	1	Obfuscated Costs
3098	10484	Looks cheaper until you see the added costs at payment	1	Obfuscated Costs
3099	10485	Share this now to continue (Misleadingly harvests personal data)	1	Privacy Zuckering
3100	10486	Connect with Facebook to see more (Unnecessarily collects private information)	1	Privacy Zuckering
3101	10487	Easy to get in, hard to get out (Subscribing is easy, canceling is not)	1	Roach Motel
3102	10488	Sign up in seconds, but cancellation requires contacting support	1	Roach Motel
3103	10489	Optional extras automatically added to your cart (Must manually deselect)	1	Sneaky Preselection
3104	10490	We’ve selected the best add-ons for you (Additional charges applied)	1	Sneaky Preselection
3105	10491	Invite your friends for bonuses (Uses your contacts without clear permission)	1	Friend Spam
3106	10492	Share with friends to unlock this feature (Exploits your social networks for marketing)	1	Friend Spam
3107	10493	Sponsored content that looks just like real articles	1	Disguised Ads
3108	10494	Ads disguised as download buttons (Tricking users into clicking)	1	Disguised Ads
3109	10495	Must share to proceed (Forcing users into unwanted social shares)	1	Forced Action
3110	10496	Agree to terms to use our service (Includes agreeing to receive promotional emails)	1	Forced Action
3111	10497	You won't believe what happens next! (Leads to unrelated sales page)	1	Clickbait
3112	10498	This one weird trick can save you hundreds (Just a ploy to sell products)	1	Clickbait
3113	10499	Price shown excludes hidden fees (Discovered only at final checkout step)	1	Obfuscated Costs
3114	10500	Looks cheaper until you see the added costs at payment	1	Obfuscated Costs
3115	10501	Discover our exclusive deal on online course now! (Only to find out it’s no longer available upon clicking)	1	Bait and Switch
3116	10502	Sign up for the discount code (and receive a different offer than promised)	1	Bait and Switch
3117	10503	Enjoy a free sample of online course (Automatic enrollment into a paid subscription without clear notice)	1	Hidden Subscription
3118	10504	Claim your complimentary item today! (Subscribes you to monthly deliveries)	1	Hidden Subscription
3119	10505	This deal beats all others! (No comparison tools provided)	1	Price Comparison Prevention
3120	10506	Best value guaranteed on our site (Price comparisons blocked or discouraged)	1	Price Comparison Prevention
3121	10507	Hurry! Sale ends in just a few minutes (Timer resets every visit)	1	Countdown Timer
3122	10508	Only just a few minutes left to claim your offer! (Urgency created with a fake countdown)	1	Countdown Timer
3123	10509	Yes, I want to save money! (or No, I enjoy paying full price)	1	Confirmshaming
3124	10510	I agree to get updates (or I prefer to stay uninformed and miss out)	1	Confirmshaming
3125	10511	50+ people are viewing this product right now! (Inflated numbers to create a sense of popularity)	1	High-demand Message
3126	10512	Popular item: Over 250 sold in the last 24 hours! (Creates false sense of urgency)	1	High-demand Message
3127	10513	Your cart includes a warranty extension (Pre-checked box for an additional charge)	1	Pre-checked Boxes
3128	10514	Sign me up for the newsletter (Pre-selected option during checkout)	1	Pre-checked Boxes
3129	10515	Do you want to sign up for our newsletter? (Yes button is much larger than No button)	1	Trick Questions
3130	10516	Would you like to save by subscribing? (Opt-out option is confusingly worded)	1	Trick Questions
3131	10517	Discover our exclusive deal on membership now! (Only to find out it’s no longer available upon clicking)	1	Bait and Switch
3132	10518	Sign up for the discount code (and receive a different offer than promised)	1	Bait and Switch
3133	10519	Enjoy a free sample of online course (Automatic enrollment into a paid subscription without clear notice)	1	Hidden Subscription
3134	10520	Claim your complimentary item today! (Subscribes you to monthly deliveries)	1	Hidden Subscription
3135	10521	This deal beats all others! (No comparison tools provided)	1	Price Comparison Prevention
3136	10522	Best value guaranteed on our site (Price comparisons blocked or discouraged)	1	Price Comparison Prevention
3137	10523	Hurry! Sale ends in less than 24 hours (Timer resets every visit)	1	Countdown Timer
3138	10524	Only less than 24 hours left to claim your offer! (Urgency created with a fake countdown)	1	Countdown Timer
3139	10525	Yes, I want to save money! (or No, I enjoy paying full price)	1	Confirmshaming
3140	10526	I agree to get updates (or I prefer to stay uninformed and miss out)	1	Confirmshaming
3141	10527	100+ people are viewing this product right now! (Inflated numbers to create a sense of popularity)	1	High-demand Message
3142	10528	Popular item: Over 250 sold in the last 24 hours! (Creates false sense of urgency)	1	High-demand Message
3143	10529	Your cart includes a warranty extension (Pre-checked box for an additional charge)	1	Pre-checked Boxes
3144	10530	Sign me up for the newsletter (Pre-selected option during checkout)	1	Pre-checked Boxes
3145	10531	Do you want to sign up for our newsletter? (Yes button is much larger than No button)	1	Trick Questions
3146	10532	Would you like to save by subscribing? (Opt-out option is confusingly worded)	1	Trick Questions
3147	10533	Discover our exclusive deal on software now! (Only to find out it’s no longer available upon clicking)	1	Bait and Switch
3148	10534	Sign up for the discount code (and receive a different offer than promised)	1	Bait and Switch
3149	10535	Enjoy a free sample of membership (Automatic enrollment into a paid subscription without clear notice)	1	Hidden Subscription
3150	10536	Claim your complimentary item today! (Subscribes you to monthly deliveries)	1	Hidden Subscription
3151	10537	This deal beats all others! (No comparison tools provided)	1	Price Comparison Prevention
3152	10538	Best value guaranteed on our site (Price comparisons blocked or discouraged)	1	Price Comparison Prevention
3153	10539	Hurry! Sale ends in just a few minutes (Timer resets every visit)	1	Countdown Timer
3154	10540	Only less than 24 hours left to claim your offer! (Urgency created with a fake countdown)	1	Countdown Timer
3155	10541	Yes, I want to save money! (or No, I enjoy paying full price)	1	Confirmshaming
3156	10542	I agree to get updates (or I prefer to stay uninformed and miss out)	1	Confirmshaming
3157	10543	50+ people are viewing this product right now! (Inflated numbers to create a sense of popularity)	1	High-demand Message
3158	10544	Popular item: Over 250 sold in the last 24 hours! (Creates false sense of urgency)	1	High-demand Message
3159	10545	Your cart includes a warranty extension (Pre-checked box for an additional charge)	1	Pre-checked Boxes
3160	10546	Sign me up for the newsletter (Pre-selected option during checkout)	1	Pre-checked Boxes
3161	10547	Do you want to sign up for our newsletter? (Yes button is much larger than No button)	1	Trick Questions
3162	10548	Would you like to save by subscribing? (Opt-out option is confusingly worded)	1	Trick Questions
3163	10549	Discover our exclusive deal on membership now! (Only to find out it’s no longer available upon clicking)	1	Bait and Switch
3164	10550	Sign up for the discount code (and receive a different offer than promised)	1	Bait and Switch
3165	10551	Enjoy a free sample of membership (Automatic enrollment into a paid subscription without clear notice)	1	Hidden Subscription
3166	10552	Claim your complimentary item today! (Subscribes you to monthly deliveries)	1	Hidden Subscription
3167	10553	This deal beats all others! (No comparison tools provided)	1	Price Comparison Prevention
3168	10554	Best value guaranteed on our site (Price comparisons blocked or discouraged)	1	Price Comparison Prevention
3169	10555	Hurry! Sale ends in less than 24 hours (Timer resets every visit)	1	Countdown Timer
3170	10556	Only less than 24 hours left to claim your offer! (Urgency created with a fake countdown)	1	Countdown Timer
3171	10557	Yes, I want to save money! (or No, I enjoy paying full price)	1	Confirmshaming
3172	10558	I agree to get updates (or I prefer to stay uninformed and miss out)	1	Confirmshaming
3173	10559	20+ people are viewing this product right now! (Inflated numbers to create a sense of popularity)	1	High-demand Message
3174	10560	Popular item: Over 500 sold in the last 24 hours! (Creates false sense of urgency)	1	High-demand Message
3175	10561	Your cart includes a warranty extension (Pre-checked box for an additional charge)	1	Pre-checked Boxes
3176	10562	Sign me up for the newsletter (Pre-selected option during checkout)	1	Pre-checked Boxes
3177	10563	Do you want to sign up for our newsletter? (Yes button is much larger than No button)	1	Trick Questions
3178	10564	Would you like to save by subscribing? (Opt-out option is confusingly worded)	1	Trick Questions
3179	10565	Discover our exclusive deal on online course now! (Only to find out it’s no longer available upon clicking)	1	Bait and Switch
3180	10566	Sign up for the discount code (and receive a different offer than promised)	1	Bait and Switch
3181	10567	Enjoy a free sample of membership (Automatic enrollment into a paid subscription without clear notice)	1	Hidden Subscription
3182	10568	Claim your complimentary item today! (Subscribes you to monthly deliveries)	1	Hidden Subscription
3183	10569	This deal beats all others! (No comparison tools provided)	1	Price Comparison Prevention
3184	10570	Best value guaranteed on our site (Price comparisons blocked or discouraged)	1	Price Comparison Prevention
3185	10571	Hurry! Sale ends in less than 24 hours (Timer resets every visit)	1	Countdown Timer
3186	10572	Only less than 24 hours left to claim your offer! (Urgency created with a fake countdown)	1	Countdown Timer
3187	10573	Yes, I want to save money! (or No, I enjoy paying full price)	1	Confirmshaming
3188	10574	I agree to get updates (or I prefer to stay uninformed and miss out)	1	Confirmshaming
3189	10575	50+ people are viewing this product right now! (Inflated numbers to create a sense of popularity)	1	High-demand Message
3190	10576	Popular item: Over 100 sold in the last 24 hours! (Creates false sense of urgency)	1	High-demand Message
3191	10577	Your cart includes a warranty extension (Pre-checked box for an additional charge)	1	Pre-checked Boxes
3192	10578	Sign me up for the newsletter (Pre-selected option during checkout)	1	Pre-checked Boxes
3193	10579	Do you want to sign up for our newsletter? (Yes button is much larger than No button)	1	Trick Questions
3194	10580	Would you like to save by subscribing? (Opt-out option is confusingly worded)	1	Trick Questions
3195	10581	Discover our exclusive deal on membership now! (Only to find out it’s no longer available upon clicking)	1	Bait and Switch
3196	10582	Sign up for the discount code (and receive a different offer than promised)	1	Bait and Switch
3197	10583	Enjoy a free sample of membership (Automatic enrollment into a paid subscription without clear notice)	1	Hidden Subscription
3198	10584	Claim your complimentary item today! (Subscribes you to monthly deliveries)	1	Hidden Subscription
3199	10585	This deal beats all others! (No comparison tools provided)	1	Price Comparison Prevention
3200	10586	Best value guaranteed on our site (Price comparisons blocked or discouraged)	1	Price Comparison Prevention
3201	10587	Hurry! Sale ends in less than 24 hours (Timer resets every visit)	1	Countdown Timer
3202	10588	Only just a few minutes left to claim your offer! (Urgency created with a fake countdown)	1	Countdown Timer
3203	10589	Yes, I want to save money! (or No, I enjoy paying full price)	1	Confirmshaming
3204	10590	I agree to get updates (or I prefer to stay uninformed and miss out)	1	Confirmshaming
3205	10591	50+ people are viewing this product right now! (Inflated numbers to create a sense of popularity)	1	High-demand Message
3206	10592	Popular item: Over 100 sold in the last 24 hours! (Creates false sense of urgency)	1	High-demand Message
3207	10593	Your cart includes a warranty extension (Pre-checked box for an additional charge)	1	Pre-checked Boxes
3208	10594	Sign me up for the newsletter (Pre-selected option during checkout)	1	Pre-checked Boxes
3209	10595	Do you want to sign up for our newsletter? (Yes button is much larger than No button)	1	Trick Questions
3210	10596	Would you like to save by subscribing? (Opt-out option is confusingly worded)	1	Trick Questions
3211	10597	Discover our exclusive deal on software now! (Only to find out it’s no longer available upon clicking)	1	Bait and Switch
3212	10598	Sign up for the discount code (and receive a different offer than promised)	1	Bait and Switch
3213	10599	Enjoy a free sample of online course (Automatic enrollment into a paid subscription without clear notice)	1	Hidden Subscription
3214	10600	Claim your complimentary item today! (Subscribes you to monthly deliveries)	1	Hidden Subscription
3215	10601	Get lifetime access now and pay later (Details in fine print).	1	Subscription Trickery
3216	10602	Get lifetime access now and pay later (Details in fine print).	1	Subscription Trickery
3217	10603	Get all-inclusive pass now and pay later (Details in fine print).	1	Subscription Trickery
3218	10604	Get lifetime access now and pay later (Details in fine print).	1	Subscription Trickery
3219	10605	Exclusive access can be yours! Subscribe for a 14-day trial (CC required).	1	Subscription Trickery
3220	10606	Exclusive access can be yours! Subscribe for a 14-day trial (CC required).	1	Subscription Trickery
3221	10607	Exclusive access can be yours! Subscribe for a 14-day trial (CC required).	1	Subscription Trickery
3222	10608	Exclusive access can be yours! Subscribe for a 14-day trial (CC required).	1	Subscription Trickery
3223	10609	Your free membership is waiting! (Automatic renewal at $9.99/month)	1	Subscription Trickery
3224	10610	Your free membership is waiting! (Automatic renewal at $19.99/month)	1	Subscription Trickery
3225	10611	Your free membership is waiting! (Automatic renewal at $19.99/month)	1	Subscription Trickery
3226	10612	Your free membership is waiting! (Automatic renewal at $19.99/month)	1	Subscription Trickery
3227	10613	Only a few left! Secure your software upgrade before it's too late.	1	Fake Urgency and Scarcity
3228	10614	Only a few left! Secure your e-book before it's too late.	1	Fake Urgency and Scarcity
3229	10615	Only a few left! Secure your protection plan before it's too late.	1	Fake Urgency and Scarcity
3230	10616	Only a few left! Secure your protection plan before it's too late.	1	Fake Urgency and Scarcity
3231	10617	Flash Sale: Prices slashed for the next this weekend! Act now!	1	Fake Urgency and Scarcity
3232	10618	Flash Sale: Prices slashed for the next 12 hours! Act now!	1	Fake Urgency and Scarcity
3233	10619	Flash Sale: Prices slashed for the next this weekend! Act now!	1	Fake Urgency and Scarcity
3234	10620	Flash Sale: Prices slashed for the next 12 hours! Act now!	1	Fake Urgency and Scarcity
3235	10621	Limited stock alert: 5 software upgrades remaining at this price.	1	Fake Urgency and Scarcity
